HOLE-ID,DIST_M,AZ_UTM,DIP
18500,0.00,182.31,-70.00
18500,30.48,182.31,-70.00
18500,60.96,182.31,-69.00
18500,91.44,182.31,-68.00
18500,121.92,182.31,-68.00
18500,152.40,182.31,-67.00
18500,182.88,182.31,-67.00
18501,0.00,182.31,-60.00
18502,0.00,182.31,-57.00
18502,30.48,182.31,-57.00
18502,60.96,182.31,-56.00
18502,91.44,182.31,-56.00
18502,109.72,182.31,-55.00
18503,0.00,2.31,-45.00
18503,30.48,2.31,-45.00
18503,60.96,2.31,-45.00
18503,91.44,2.31,-44.00
18503,106.68,2.31,-44.00
18504,0.00,2.31,-45.00
18504,30.48,2.31,-44.00
18504,60.96,2.31,-42.00
18504,91.44,2.31,-40.00
18504,121.92,2.31,-39.00
18505,0.00,2.31,-45.00
18505,39.62,2.31,-45.00
18506,0.00,2.31,-72.00
18506,45.72,2.31,-71.00
18507,0.00,182.31,-82.00
18507,30.48,182.31,-82.00
18507,60.96,182.31,-82.00
18508,0.00,2.31,-45.00
18508,30.48,2.31,-45.00
18508,60.96,2.31,-45.00
18509,0.00,2.31,-45.00
18509,45.72,2.31,-43.00
1851,0.00,360.31,-5.40
18510,0.00,182.31,-76.00
18510,30.48,182.31,-76.00
18510,60.96,182.31,-76.00
18510,91.44,182.31,-75.00
18510,121.92,182.31,-75.00
18510,152.40,182.31,-74.00
18510,182.88,182.31,-74.00
18511,0.00,182.31,-61.00
18511,36.57,180.31,-61.00
18511,97.53,174.31,-61.00
18511,128.01,169.31,-61.00
18511,158.49,169.31,-60.00
18511,188.97,169.31,-60.00
18512,0.00,182.31,-77.00
18512,30.48,182.31,-77.00
18512,60.96,182.31,-77.00
18512,91.44,182.31,-76.00
18512,121.92,182.31,-75.00
18512,152.40,182.31,-75.00
18512,182.88,182.31,-75.00
18513,0.00,182.31,-68.00
18513,30.48,182.31,-68.00
18513,60.96,182.31,-67.00
18513,91.44,182.31,-67.00
18513,121.92,182.31,-66.00
18513,134.72,182.31,-66.00
18514,0.00,182.31,-78.00
18514,30.48,182.31,-78.00
18514,60.96,182.31,-78.00
18515,0.00,182.31,-52.00
18515,30.48,182.31,-52.00
18515,60.96,182.31,-52.00
18515,85.34,182.31,-52.00
18516,0.00,2.31,-52.00
18516,30.48,2.31,-53.00
18516,60.96,2.31,-53.00
18516,91.44,2.31,-52.00
18516,118.87,2.31,-52.00
18517,0.00,182.31,-82.00
18517,30.48,182.31,-82.00
18517,60.96,182.31,-81.00
18517,91.44,182.31,-80.00
18517,121.92,182.31,-79.00
18518,0.00,182.31,-84.00
18518,30.48,182.31,-84.00
18518,60.96,182.31,-83.00
18519,0.00,182.31,-52.00
18519,30.48,182.31,-52.00
18519,60.96,182.31,-51.00
18519,91.44,182.31,-50.00
18519,121.92,182.31,-49.00
1852,0.00,181.91,-0.60
1852,106.07,182.31,-9.50
18520,0.00,2.31,-90.00
18520,30.48,2.31,-90.00
18520,60.96,2.31,-90.00
18520,91.44,2.31,-89.00
18520,121.92,2.31,-89.00
18521,0.00,2.31,-86.00
18521,30.48,2.31,-86.00
18521,60.96,2.31,-86.00
18521,91.44,2.31,-85.00
18521,121.92,2.31,-85.00
18522,0.00,182.31,-57.00
18522,30.48,182.31,-57.00
18522,60.96,182.31,-56.00
18522,91.44,182.31,-56.00
18522,121.92,182.31,-55.00
18522,152.40,182.31,-55.00
18522,167.64,182.31,-54.00
18523,0.00,182.31,-80.00
18523,45.72,182.31,-79.00
18523,94.48,182.31,-78.00
18524,0.00,2.31,-65.00
18524,30.48,2.31,-65.00
18524,60.96,2.31,-64.00
18524,91.44,2.31,-64.00
18524,121.92,2.31,-63.00
18524,152.40,2.31,-63.00
18525,0.00,2.31,-76.00
18525,30.48,2.31,-76.00
18525,60.96,2.31,-76.00
18525,91.44,2.31,-75.00
18525,121.92,2.31,-75.00
18525,152.40,2.31,-75.00
18525,182.88,2.31,-75.00
18525,197.81,2.31,-75.00
18526,0.00,2.31,-45.00
18526,30.48,2.31,-45.00
18526A,0.00,2.31,-45.00
18526A,45.72,2.31,-45.00
18526A,91.44,2.31,-44.00
18528,0.00,182.31,-67.00
18529,0.00,182.31,-45.00
18529,30.48,182.31,-49.00
18529,60.96,182.31,-48.00
18529,91.44,182.31,-48.00
18529,121.92,182.31,-47.00
18529,140.20,182.31,-47.00
1853,0.00,361.76,-5.27
1853,60.96,361.81,0.00
1853,121.92,361.81,6.00
1853,179.83,361.81,10.00
18530,0.00,2.31,-67.00
18530,30.48,2.31,-67.00
18530,60.96,2.31,-66.00
18530,91.44,2.31,-66.00
18530,121.92,2.31,-66.00
18530,152.40,2.31,-65.00
18530,182.88,2.31,-65.00
18531,0.00,2.31,-84.00
18531,30.48,2.31,-84.00
18531,60.96,2.31,-84.00
18531,91.44,2.31,-84.00
18532,0.00,182.31,-63.00
18532,30.48,182.31,-63.00
18532,60.96,182.31,-62.00
18532,88.39,182.31,-62.00
18533,0.00,182.31,-62.00
18533,30.48,182.31,-62.00
18533,60.96,182.31,-61.00
18533,91.44,182.31,-61.00
18533,121.92,182.31,-60.00
18533,152.40,182.31,-59.00
18533,182.88,182.31,-59.00
18534,0.00,182.31,-40.00
18534,30.48,182.31,-39.00
18534,60.96,182.31,-39.00
18534,91.44,182.31,-39.00
18534,121.92,182.31,-38.00
18534,146.30,182.31,-38.00
18536,0.00,2.31,-90.00
18536,30.48,2.31,-89.00
18537,0.00,182.31,-45.00
18537,30.48,182.31,-46.00
18537,60.96,182.31,-46.00
18539,0.00,2.31,-50.00
18539,45.72,2.31,-50.00
18539,91.44,2.31,-50.00
1854,0.00,6.33,29.82
18540,0.00,2.31,-45.00
18540,45.72,2.31,-45.00
18540,100.58,2.31,-44.00
18545,0.00,2.31,-57.00
18545,30.48,2.31,-56.00
18545,60.96,2.31,-56.00
18545,103.63,2.31,-55.00
18546,0.00,2.31,-71.00
18546,30.48,2.31,-71.00
18546,60.96,2.31,-70.00
18546,91.44,2.31,-70.00
18546,121.92,2.31,-70.00
18546,152.40,2.31,-70.00
18546,182.88,2.31,-70.00
18546,213.36,2.31,-69.00
18546,238.96,2.31,-69.00
18547,0.00,2.31,-86.00
18547,30.48,2.31,-86.00
18547,60.96,2.31,-86.00
18547,91.44,2.31,-86.00
18548,0.00,2.31,-84.00
18548,30.48,2.31,-84.00
18548,60.96,2.31,-84.00
18549,0.00,182.31,-74.00
18549,45.72,182.31,-74.00
18549,91.44,182.31,-73.00
1855,0.00,8.11,47.88
18550,0.00,182.31,-70.00
18550,45.72,182.31,-69.00
18551,0.00,182.31,-70.00
18551,45.72,182.31,-70.00
18551,80.77,182.31,-69.00
18552,0.00,182.31,-64.00
18552,30.48,182.31,-64.00
18552,60.96,182.31,-63.00
18558,0.00,2.31,-45.00
18558,45.72,7.37,-45.00
18558,126.49,16.31,-43.00
18558,249.93,19.31,-40.00
1856,0.00,349.31,29.00
1857,0.00,354.31,48.00
18571,0.00,2.31,-82.00
18571,45.72,2.31,-82.00
18571,91.44,2.31,-82.00
18574,0.00,2.45,65.00
18575,0.00,180.44,-55.00
18576,0.00,354.49,70.00
18577,0.00,2.31,70.00
18578,0.00,360.80,70.00
18579,0.00,182.49,-45.00
1858,0.00,2.31,-90.00
18580,0.00,182.31,-45.00
18581,0.00,179.76,-53.00
18581,26.21,179.76,-53.00
18582,0.00,183.11,-56.00
18582,30.48,183.11,-56.00
18583,0.00,184.59,-51.00
18583,27.73,184.59,-51.00
18584,0.00,176.17,45.00
18585,0.00,180.48,30.00
18586,0.00,182.31,78.00
18587,0.00,173.31,0.00
18588,0.00,171.35,45.00
18589,0.00,164.51,45.00
1859,0.00,2.31,90.00
18590,0.00,179.31,-46.00
18590,45.72,179.31,-45.00
18590,76.20,179.31,-44.00
18590,137.16,179.31,-43.00
18590,152.40,179.31,-43.00
18591,0.00,2.31,-78.00
18591,45.72,2.31,-78.00
18591,91.44,2.31,-78.00
18592,0.00,182.31,-78.00
18592,105.15,181.81,-76.00
18592,184.40,185.81,-76.00
18593,0.00,182.31,-58.00
18593,108.20,187.31,-54.00
18594,0.00,179.31,-40.00
18594,76.20,184.31,-41.00
18595,0.00,182.31,-70.00
18595,45.72,178.11,-70.00
18595,76.20,175.31,-69.00
18595,137.16,175.31,-68.00
18595,144.78,175.31,-67.00
18596,0.00,182.31,-78.00
18596,45.72,182.31,-78.00
18596,91.44,182.31,-78.00
18597,0.00,182.31,-76.00
18597,45.72,182.31,-76.00
18598,0.00,182.31,-72.00
18598,67.05,178.31,-71.00
18598,138.68,175.31,-70.00
18599,0.00,182.31,-45.00
18599,76.20,182.31,-43.00
18599,173.73,182.31,-42.00
186,0.00,183.41,-46.30
1860,0.00,2.31,-90.00
18600,0.00,2.31,-85.00
18601,0.00,182.31,-80.00
18601,131.06,187.31,-73.00
18602,0.00,182.31,-45.00
18602,45.72,182.31,-43.00
18602,91.44,182.31,-41.00
18603,0.00,2.31,83.00
18604,0.00,2.31,83.00
18604,29.56,2.31,83.00
18605,0.00,2.31,90.00
18605,27.73,2.31,89.00
18606,0.00,182.31,79.00
18607,0.00,182.31,29.00
18608,0.00,182.31,63.00
18608,33.83,182.31,63.00
18609,0.00,182.31,28.00
18609,28.04,182.31,29.00
1861,0.00,2.31,90.00
18610,0.00,179.66,39.00
18610,28.65,179.66,41.00
18611,0.00,182.31,84.00
18612,0.00,2.31,80.00
18613,0.00,182.31,-45.00
18613,106.68,184.31,-42.00
18613,204.21,184.31,-45.00
18614,0.00,182.31,-81.00
18614,45.72,182.31,-81.00
18614,91.44,182.31,-81.00
18614,128.93,182.31,-80.00
18615,0.00,182.31,-74.00
18615,45.72,182.31,-74.00
18615,91.44,182.31,-73.00
18615,128.01,182.31,-72.00
18616,0.00,182.31,-49.00
18616,67.05,183.31,-46.00
18616,137.16,184.31,-45.00
18617,0.00,182.31,-80.00
18617,45.72,182.31,-80.00
18617,91.44,182.31,-79.00
18618,0.00,182.31,-68.00
18618,45.72,185.91,-68.00
18618,76.20,188.31,-68.00
18618,152.40,188.31,-68.00
18619,0.00,182.31,-70.00
18619,45.72,182.31,-68.00
18619,91.44,182.31,-68.00
1862,0.00,2.31,-90.00
18620,0.00,182.31,-56.00
18621,0.00,182.31,-67.00
18621,80.77,182.31,-66.00
18622,0.00,182.31,-86.00
18622,45.72,182.31,-86.00
18622,91.44,182.31,-85.00
18623,0.00,182.31,-70.00
18623,45.72,182.31,-68.00
18623,91.44,182.31,-67.00
18624,0.00,182.31,-45.00
18624,70.10,182.31,-42.00
18624,140.20,182.31,-40.00
18625,0.00,2.31,-78.00
18625,45.72,2.31,-78.00
18625,91.44,2.31,-78.00
18626,0.00,182.31,-74.00
18626,45.72,182.31,-74.00
18626,91.44,182.31,-73.00
18627,0.00,182.31,-74.00
18627,45.72,182.31,-73.00
18628,0.00,212.31,37.11
18628,37.79,212.31,36.00
18629,0.00,236.50,60.95
18629,71.62,236.50,57.00
1863,0.00,2.31,90.00
18630,0.00,244.11,17.10
18630,46.32,244.11,20.00
18631,0.00,182.31,-70.00
18631,91.44,182.31,-68.00
18631,193.54,184.31,-65.00
18632,0.00,182.31,-75.00
18632,45.72,182.31,-75.00
18632,67.05,178.31,-74.00
18632,91.44,182.31,-74.00
18632,145.38,180.31,-73.00
18635,0.00,182.31,-66.00
18635,45.72,182.31,-65.00
18635,96.01,192.31,-62.00
18635,187.45,191.31,-59.00
18637,0.00,182.31,-69.00
18637,45.72,182.31,-68.00
18637,67.05,182.31,-67.00
18637,137.16,182.31,-65.00
18637,182.88,182.31,-63.00
1864,0.00,189.68,43.55
18642,0.00,182.31,-77.00
18642,45.72,182.31,-77.00
18642,76.20,186.31,-77.00
18642,91.44,186.31,-76.00
18642,129.54,183.31,-76.00
18648,0.00,2.31,-90.00
18648,45.72,2.31,-89.00
18649,0.00,2.31,-90.00
18649,45.72,2.31,-89.00
1865,0.00,185.41,-33.43
18650,0.00,2.31,-47.00
18650,45.72,2.31,-46.00
18651,0.00,2.31,-84.00
18651,45.72,2.31,-84.00
18652,0.00,2.31,-80.00
18652,45.72,2.31,-79.00
18653,0.00,182.31,-53.00
18653,45.72,182.31,-53.00
18654,0.00,2.31,-65.00
18654,45.72,2.31,-65.00
18654,91.44,2.31,-64.00
18655,0.00,2.31,-90.00
18655,45.72,2.31,-89.00
18656,0.00,182.31,-47.00
18656,45.72,182.31,-46.00
18657,0.00,182.31,-82.00
18657,45.72,182.31,-82.00
18658,0.00,2.31,-90.00
18658,45.72,2.31,-89.00
18659,0.00,182.31,-45.00
18659,45.72,182.31,-44.00
1866,0.00,180.78,-61.70
18660,0.00,2.31,-90.00
18660,45.72,2.31,-89.00
18660,76.20,2.31,-88.00
18662,0.00,2.31,-73.00
18662,45.72,2.31,-73.00
18662,91.44,2.31,-75.00
18663,0.00,182.31,-78.00
18663,45.72,182.31,-77.00
18663,91.44,182.31,-76.00
18667,0.00,182.31,-47.00
18667,33.52,182.31,-46.00
18668,0.00,2.31,-70.00
18668,18.28,2.31,-70.00
18669,0.00,182.31,-78.00
18669,54.86,182.31,-77.00
1867,0.00,183.81,-26.52
18670,0.00,2.31,-52.00
18670,21.64,2.31,-53.00
18671,0.00,182.31,-82.00
18671,36.57,182.31,-81.00
18672,0.00,182.31,-76.00
18672,45.72,182.31,-74.00
18673,0.00,182.31,-45.00
18674,0.00,182.31,-74.00
18674,35.05,182.31,-74.00
18675,0.00,182.31,-67.00
18675,36.57,182.31,-66.00
18676,0.00,182.31,-42.00
18676,45.72,182.31,-42.00
18677,0.00,182.31,-84.00
18677,30.48,182.31,-89.00
18678,0.00,182.31,-84.00
18678,30.48,182.31,-84.00
18679,0.00,182.31,-45.00
18679,38.10,182.31,-45.00
1868,0.00,183.18,-58.47
18680,0.00,2.31,-50.00
18680,30.48,2.31,-50.00
18681,0.00,182.31,-86.00
18681,30.48,182.31,-86.00
18682,0.00,182.31,-85.00
18682,24.38,182.31,-85.00
18683,0.00,182.31,-47.00
18683,45.72,182.31,-46.00
18683,80.77,182.31,-45.00
18684,0.00,2.31,-90.00
18684,41.14,2.31,-90.00
18685,0.00,2.31,-77.00
18685,45.72,2.31,-77.00
18686,0.00,2.31,-62.00
18686,30.48,2.31,-62.00
18687,0.00,2.31,-90.00
18687,45.72,2.31,-90.00
18688,0.00,182.31,-45.00
18688,39.62,182.31,-44.00
18689,0.00,182.31,-75.00
18689,44.19,182.31,-75.00
1869,0.00,28.99,54.82
18690,0.00,182.31,-71.00
18690,39.62,182.31,-71.00
18691,0.00,2.31,-90.00
18691,24.38,2.31,-89.00
18692,0.00,182.31,-40.00
18692,41.14,182.31,-39.00
18693,0.00,2.31,-90.00
18693,39.62,2.31,-90.00
18694,0.00,2.31,-90.00
18694,36.57,2.31,-89.00
18695,0.00,2.31,-90.00
18695,24.38,2.31,-90.00
18696,0.00,272.31,-50.00
18696,28.95,272.31,-50.00
18697,0.00,2.31,-90.00
18697,60.96,2.31,-88.00
18698,0.00,272.31,-50.00
18698,28.95,272.31,-49.00
18699,0.00,2.31,-90.00
187,0.00,181.31,-19.00
1870,0.00,339.14,-3.67
18700,0.00,182.31,-60.00
18700,45.72,182.31,-60.00
18701,0.00,2.31,-80.00
18701,45.72,2.31,-80.00
18702,0.00,2.31,-65.00
18702,30.48,2.31,-64.00
18703,0.00,2.31,-90.00
18703,45.72,2.31,-89.00
18704,0.00,182.31,-75.00
18705,0.00,2.31,-85.00
18705,45.72,2.31,-85.00
18706,0.00,2.31,-90.00
18706,54.86,2.31,-90.00
18708,0.00,182.31,-62.00
18708,45.72,182.31,-66.00
18708,91.44,182.31,-62.00
18709,0.00,182.31,-85.00
1871,0.00,340.78,-4.20
18710,0.00,182.31,-85.00
18712,0.00,2.31,-90.00
18712,45.72,2.31,-90.00
18713,0.00,2.31,-90.00
18713,45.72,2.31,-89.00
18714,0.00,227.31,-85.00
18714,45.72,227.31,-85.00
18715,0.00,2.31,-90.00
18715,45.72,2.31,-89.00
18716,0.00,2.31,-90.00
18716,45.72,2.31,-90.00
18717,0.00,2.31,-90.00
18717,45.72,2.31,-89.00
18719,0.00,317.25,66.28
1872,0.00,181.91,0.00
18720RECON,0.00,2.31,68.96
18721,0.00,182.31,-56.00
18722,0.00,263.90,53.38
18723RECON,0.00,182.31,-81.05
18725,0.00,317.14,40.63
18725,48.15,317.14,35.00
18726,0.00,317.52,20.11
18726,47.85,317.52,16.00
18727,0.00,334.30,37.11
18727,51.20,334.30,34.00
18728,0.00,343.17,25.10
18728,36.88,343.17,23.00
18729,0.00,356.22,49.13
18729,46.32,356.22,44.00
1873,0.00,2.31,-4.17
1873,91.44,2.31,8.50
1873,179.52,2.31,15.00
18730RECON,0.00,182.31,86.71
18731,0.00,40.14,25.41
18731,42.67,40.14,22.00
18732,0.00,190.97,13.00
18732,35.05,190.97,13.00
18733,0.00,184.23,34.99
18733,44.19,184.23,35.00
18734,0.00,201.49,56.23
18734,38.40,201.49,53.00
18735,0.00,172.31,26.15
18735,59.43,172.31,27.00
18736,0.00,157.58,88.06
18736,25.90,157.58,89.00
18737RECON,0.00,2.31,87.86
18738,0.00,210.58,85.80
18738,35.05,210.58,87.00
18739RECON,0.00,2.31,89.60
1874,0.00,161.14,0.00
1874,91.44,160.31,-9.50
18740RECON,0.00,182.31,79.71
18741,0.00,98.31,-47.00
18741,30.48,96.21,-47.00
18741,57.91,94.31,-48.00
18741,60.96,94.31,-47.00
18742,0.00,124.31,-67.00
18742,36.57,115.51,-67.00
18742,45.72,113.31,-69.00
18743,0.00,57.31,-45.00
18743,30.48,63.07,-45.00
18743,60.96,68.82,-45.00
18743,76.80,71.81,-46.00
18744,0.00,2.31,-83.00
18744,30.48,2.31,-83.00
18744,60.96,2.31,-83.00
18744,91.44,2.31,-83.00
18745,0.00,2.31,-65.00
18745,30.48,2.31,-65.00
18745,60.96,2.31,-65.00
18745,89.91,2.81,-66.00
18745,91.44,2.31,-65.00
18746,0.00,132.31,-57.00
18746,30.48,132.31,-57.00
18746,60.96,132.31,-57.00
18746,91.44,132.31,-57.00
18747,0.00,154.31,-68.00
18747,30.48,158.60,-67.00
18747,96.01,167.81,-65.00
18748,0.00,182.31,-60.00
18748,30.48,185.36,-60.00
18748,60.04,188.31,-58.00
18748,60.96,188.31,-59.00
18749,0.00,182.31,-70.00
18749,30.48,184.31,-70.00
18749,60.96,186.31,-69.00
18749,91.44,188.31,-69.00
18749,99.06,188.81,-69.00
1875,0.00,162.61,0.00
1875,91.44,162.31,3.00
18750,0.00,182.31,-70.00
18750,30.48,185.80,-70.00
18750,60.96,189.30,-70.00
18750,91.44,192.79,-69.00
18750,96.01,193.31,-68.00
18751,0.00,182.31,-60.00
18751,30.48,182.31,-60.00
18751,57.91,184.81,-60.00
18751,60.96,182.31,-59.00
18752,0.00,182.31,-70.00
18752,30.48,182.31,-70.00
18752,60.96,182.31,-68.00
18752,76.20,182.31,-68.00
18753,0.00,182.31,-50.00
18753,30.48,182.31,-49.00
18753,67.05,182.31,-48.00
18753,73.76,182.39,-46.00
18754,0.00,182.31,-70.00
18754,18.28,182.81,-71.00
18754,30.48,183.66,-70.00
18754,60.96,185.77,-69.00
18754,91.44,187.89,-69.00
18754,97.53,188.31,-68.00
18755,0.00,182.31,-55.00
18755,21.33,182.81,-54.00
18755,30.48,182.81,-55.00
18755,77.72,185.81,-56.00
18755,79.24,182.81,-55.00
18756,0.00,182.31,-70.00
18756,30.48,182.31,-70.00
18756,60.96,182.31,-69.00
18756,91.44,182.31,-68.00
18756,102.10,181.81,-69.00
18757,0.00,277.31,-55.00
18757,30.48,277.31,-55.00
18757,60.96,277.31,-55.00
18758,0.00,182.31,-50.00
18758,30.48,182.31,-48.00
18758,60.04,180.31,-46.00
18758,60.96,180.31,-47.00
18759,0.00,182.31,-70.00
18759,30.48,182.46,-65.00
18759,60.96,182.61,-64.00
18759,91.44,182.76,-60.00
18759,101.80,182.81,-68.00
1876,0.00,187.31,-35.00
18760,0.00,182.31,-50.00
18760,30.48,179.63,-48.00
18760,60.96,176.95,-48.00
18760,68.27,176.31,-47.00
18761,0.00,182.31,-70.00
18761,30.48,180.52,-66.00
18761,60.96,178.72,-66.00
18761,91.44,176.92,-65.00
18761,101.80,176.31,-64.00
18762,0.00,2.31,-90.00
18762,30.48,2.31,-90.00
18762,60.96,2.31,-90.00
18762,91.44,2.31,-90.00
18763,0.00,2.31,-70.00
18763,30.48,362.14,-70.00
18763,60.96,361.97,-69.00
18763,91.44,361.80,-69.00
18763,121.92,361.63,-69.00
18763,152.40,361.46,-70.00
18763,179.83,361.31,-71.00
18764,0.00,2.31,-35.00
18764,36.57,3.31,-35.00
18765,0.00,2.31,-90.00
18765,30.48,2.31,-90.00
18765,60.96,2.31,-90.00
18765,91.44,2.31,-89.00
18766,0.00,2.31,-70.00
18766,30.48,3.16,-69.00
18766,60.96,4.01,-69.00
18766,91.44,4.86,-69.00
18766,121.92,5.70,-69.00
18766,152.40,6.55,-69.00
18766,179.83,7.31,-69.00
18767,0.00,2.31,-37.00
18767,30.48,2.31,-37.00
18767,55.47,13.81,-38.00
18768,0.00,182.31,-75.00
18768,30.48,182.31,-75.00
18768,60.96,182.31,-75.00
18768,88.39,181.36,-76.00
18768,91.44,181.36,-75.00
18769,0.00,2.31,-63.00
18769,30.48,2.31,-60.00
18769,60.96,2.31,-60.00
18769,91.44,2.31,-60.00
18769,121.92,2.31,-60.00
18769,152.40,2.31,-60.00
1877,0.00,2.31,-90.00
18770,0.00,2.31,-45.00
18770,30.48,2.31,-45.00
18770,60.96,2.31,-45.00
18770,91.44,2.31,-45.00
18770,121.92,2.31,-45.00
18770,152.40,2.31,-45.00
18770,182.88,2.31,-45.00
18771,0.00,182.31,-70.00
18771,30.48,182.31,-69.00
18771,60.96,182.31,-68.00
18771,91.44,182.31,-67.00
18772,0.00,2.31,-57.00
18772,30.48,3.21,-57.00
18772,60.96,4.11,-57.00
18772,91.44,5.00,-57.00
18772,118.87,5.81,-56.00
18772,121.92,5.31,-56.00
18773,0.00,182.31,-70.00
18773,30.48,178.86,-70.00
18773,60.96,175.42,-70.00
18773,88.39,172.31,-70.00
18773,91.44,172.31,-70.00
18774,0.00,2.31,-70.00
18774,30.48,3.84,-70.00
18774,60.96,5.37,-70.00
18774,91.44,6.90,-69.00
18774,121.92,8.43,-69.00
18774,149.35,9.81,-68.00
18774,152.40,9.81,-69.00
18775,0.00,2.31,-45.00
18775,30.48,2.31,-44.00
18775,60.96,2.31,-44.00
18776,0.00,182.31,-70.00
18776,30.48,182.31,-69.00
18776,60.96,182.31,-68.00
18776,91.44,182.31,-68.00
18777,0.00,2.31,-70.00
18777,30.48,3.85,-70.00
18777,60.96,5.40,-70.00
18777,91.44,6.94,-69.00
18777,98.75,7.31,-70.00
18778,0.00,2.31,-45.00
18778,30.48,361.04,-40.00
18778,60.96,359.77,-40.00
18778,91.44,358.50,-40.00
18778,121.92,357.23,-39.00
18778,152.40,355.96,-38.00
18778,179.83,354.81,-38.00
18779,0.00,182.31,-60.00
18779,30.48,182.31,-59.00
18779,60.96,182.31,-59.00
18779,91.44,182.31,-57.00
1878,0.00,7.31,-56.00
18780,0.00,2.31,-75.00
18780,30.48,3.78,-75.00
18780,60.96,5.25,-75.00
18780,91.44,6.72,-75.00
18780,103.63,7.31,-74.00
18780,106.68,7.31,-75.00
18781,0.00,2.31,-55.00
18781,30.48,3.30,-55.00
18781,60.96,4.28,-54.00
18781,91.44,5.26,-55.00
18781,121.92,6.25,-55.00
18781,152.40,7.23,-53.00
18781,182.88,8.21,-53.00
18781,185.92,8.31,-56.00
18782,0.00,2.31,-35.00
18782,30.48,357.55,-35.00
18782,60.96,352.79,-35.00
18782,91.44,348.03,-35.00
18782,102.41,346.31,-36.00
18783,0.00,2.31,-55.00
18783,30.48,2.31,-54.00
18783,60.96,2.31,-55.00
18783,91.44,2.31,-55.00
18783,121.92,2.31,-56.00
18784,0.00,182.31,-65.00
18784,60.96,182.31,-64.00
18784,91.44,182.31,-64.00
18784,107.89,175.81,-63.00
18785,0.00,2.31,-60.00
18785,30.48,2.31,-55.00
18785,60.96,2.31,-55.00
18785,91.44,2.31,-58.00
18785,152.40,2.31,-59.00
18786,0.00,2.31,-35.00
18786,30.48,2.31,-39.00
18786,60.96,2.31,-39.00
18786,91.44,2.31,-41.00
18786,94.48,8.81,-43.00
18787,0.00,2.31,-57.00
18787,30.48,2.31,-56.00
18788,0.00,182.31,-70.00
18788,30.48,185.41,-68.00
18788,60.96,188.50,-67.00
18788,64.00,188.81,-67.00
18789,0.00,2.31,-63.00
18789,30.48,2.31,-60.00
18789,60.96,2.31,-60.00
18789,91.44,2.31,-60.00
18789,121.92,2.31,-60.00
18789,152.40,2.31,-60.00
1879,0.00,184.54,0.00
1879,91.44,184.31,4.00
1879,167.64,184.31,5.00
18790,0.00,362.31,-40.00
18790,30.48,362.31,-40.00
18791,0.00,2.31,-75.00
18791,30.48,7.41,-74.00
18791,60.96,12.50,-73.00
18791,80.77,15.81,-75.00
18792,0.00,182.31,-80.00
18792,30.48,182.31,-80.00
18792,60.96,182.31,-80.00
18792,91.44,182.31,-79.00
18793,0.00,182.31,-70.00
18794,0.00,182.31,-85.00
18794,30.48,182.31,-85.00
18794,60.96,182.31,-85.00
18794,91.44,182.31,-85.00
18795,0.00,182.31,-75.00
18795,30.48,182.31,-76.00
18795,60.96,182.31,-75.00
18795,101.19,183.81,-74.00
18795,104.24,183.81,-75.00
18796,0.00,2.31,-73.00
18796,30.48,361.44,-73.00
18796,60.96,360.57,-73.00
18796,94.48,359.61,-74.00
18796,96.01,359.61,-73.00
18797,0.00,182.31,-73.00
18798,0.00,2.31,-85.00
18798,30.48,2.31,-85.00
18798,60.96,2.31,-85.00
18798,91.44,2.31,-86.00
18799,0.00,182.31,-72.00
18799,30.48,182.31,-71.00
188,0.00,2.31,0.00
1880,0.00,4.36,-6.00
1880,91.44,4.31,7.00
1880,167.64,4.31,16.50
18800,0.00,2.31,-83.00
18800,30.48,2.31,-83.00
18800,60.96,2.31,-83.00
18801,0.00,182.31,-75.00
18801,30.48,182.47,-75.00
18801,60.96,182.62,-75.00
18801,91.44,182.78,-74.00
18801,97.53,182.81,-75.00
18802,0.00,2.31,-82.00
18802,30.48,5.45,-82.00
18802,53.34,7.81,-81.00
18802,60.96,7.81,-82.00
18802,91.44,7.81,-82.00
18803,0.00,244.31,-60.00
18803,30.48,244.31,-60.00
18803,107.89,242.81,-60.00
18804,0.00,107.31,-45.00
18804,30.48,106.50,-45.00
18804,60.96,105.68,-45.00
18804,91.44,104.86,-45.00
18804,121.92,104.05,-46.00
18804,149.35,103.31,-46.00
18804,152.40,103.31,-46.00
18805,0.00,242.31,-47.00
18805,30.48,242.31,-47.00
18805,60.96,242.31,-47.00
18805,91.44,242.31,-49.00
18805,121.92,242.31,-49.00
18805,138.07,252.36,-51.00
18806,0.00,242.31,-50.00
18806,30.48,244.72,-49.00
18806,60.96,247.14,-47.00
18806,69.49,247.81,-47.00
18807,0.00,250.31,-50.00
18807,30.48,250.31,-50.00
18807,60.96,250.31,-50.00
18807,91.44,250.31,-49.00
18807,121.92,250.31,-49.00
18808,0.00,2.31,-45.00
18808,30.48,360.99,-45.00
18808,60.96,359.66,-45.00
18808,91.44,358.33,-45.00
18808,121.92,357.01,-44.00
18808,149.35,355.81,-43.00
18808,152.40,355.81,-43.00
18809,0.00,2.31,0.00
18809,39.62,2.31,18.00
1881,0.00,5.31,-62.00
18810,0.00,2.31,0.00
18810,42.67,182.31,14.00
18811,0.00,2.31,0.00
18811,42.67,2.31,15.00
18811,78.94,2.31,16.00
18812,0.00,2.31,0.00
18812,32.00,182.31,26.00
18812,76.20,182.31,26.00
18813,0.00,2.31,0.00
