HOLE-ID,FROM_M,TO_M,CODE_IE
6838,20.48,20.57,CIS
6839,0.60,8.01,CIS
6840,31.08,31.39,CIS
6840,45.11,45.72,CIS
6843,8.22,13.56,CIS
6843,21.94,23.46,CIS
6849,20.26,20.42,CIS
6850,1.15,17.12,CIS
6858,7.31,8.07,CIS
6858,13.10,13.62,CIS
6858,38.10,40.23,CIS
6858,49.37,49.83,CIS
6859,14.63,22.86,CIS
6860,0.60,1.52,CIS
6860,15.24,25.29,CIS
6860,31.39,33.52,CIS
6861,0.60,2.43,CIS
6861,14.63,15.39,CIS
6861,24.71,37.49,CIS
6862,7.10,11.58,CIS
6862,13.25,15.24,CIS
6862,28.80,29.26,CIS
6864,0.60,2.74,CIS
6864,15.84,16.03,CIS
6864,18.28,18.77,CIS
6864,20.42,21.33,CIS
6865,0.60,2.74,CIS
6865,18.13,22.25,CIS
6865,28.95,30.69,CIS
6866,17.09,25.23,CIS
6867,22.86,28.80,CIS
6868,6.70,8.38,CIS
6868,15.69,16.21,CIS
6868,19.50,21.18,CIS
6868,34.74,36.72,CIS
6869,15.24,19.81,CIS
6869,28.04,40.90,CIS
6875,1.46,2.74,CIS
6876,25.66,26.67,CIS
6876,30.48,35.66,CIS
6877,14.63,15.24,CIS
6877,22.31,29.56,CIS
6878,5.97,6.09,CIS
6879,24.07,28.95,CIS
6879,33.52,34.74,CIS
6880,14.47,15.69,CIS
6880,16.91,17.06,CIS
6887,0.60,1.21,CIS
6887,33.83,36.42,CIS
6887,39.04,39.92,CIS
6-88-T,80.77,81.38,CIS
6-88-T,82.60,82.90,CIS
6-88-T,128.93,133.80,CIS
6-88-T,139.29,141.12,CIS
6-88-T,151.18,155.44,CIS
6-88-T,174.65,188.06,CIS
6-88-T,260.14,260.45,CIS
6-88-T,261.21,274.01,CIS
6-88-T,275.53,284.98,CIS
6-88-T,380.39,396.24,CIS
6-88-T,430.07,436.16,CIS
6-88-T,465.12,470.61,CIS
6-88-T,476.09,480.97,CIS
6-88-T,519.68,527.91,CIS
6890,21.64,22.40,CIS
6890,61.72,62.02,CIS
6890,121.76,122.22,CIS
6909,22.25,27.27,CIS
6909,35.66,37.49,CIS
6913,25.29,28.19,CIS
6914,30.48,32.15,FAI
6915,27.73,28.04,FAI
6916,18.13,20.26,CIS
6919,3.65,6.70,CIS
6919,20.26,22.40,CIS
6919,28.04,30.17,CIS
6920,3.65,5.79,CIS
6920,26.21,27.43,CIS
6921,4.11,4.41,CIS
6922,39.16,39.77,CIS
6923,6.91,8.19,CIS
6923,22.55,22.86,CIS
6923,43.12,43.73,CIS
6923,53.64,58.55,CIS
6923,59.22,59.83,CIS
6923,61.11,61.26,CIS
6924,49.22,49.98,CIS
6924,50.59,51.51,CIS
6924,53.73,54.95,CIS
6925,26.82,34.13,CIS
6925,51.51,52.18,CIS
6925,52.48,53.94,CIS
6925,55.62,56.99,CIS
6926,0.60,4.72,CIS
6926,18.59,22.25,CIS
6926,53.34,53.43,CIS
6927,2.98,3.96,CIS
6928,4.11,4.72,CIS
6939,0.91,3.81,CIS
6939,32.46,42.21,CIS
6940,28.04,30.48,CIS
6941,1.37,7.62,CIS
6941,42.36,45.72,CIS
6941,47.54,47.70,CIS
6942,1.82,3.20,CIS
6943,4.38,4.72,CIS
6944,6.09,7.62,CIS
6944,10.36,10.97,CIS
6944,24.53,24.62,CIS
6944,25.42,26.06,CIS
6945,0.21,0.97,CIS
6945,13.71,14.63,CIS
6945,18.22,20.36,CIS
6945,22.70,22.89,CIS
6948,7.83,13.41,CIS
6949,21.64,23.16,CIS
6951,71.32,71.93,CIS
6951,94.42,94.97,CIS
6951,177.39,182.27,CIS
6952,0.60,1.06,CIS
6953,12.80,14.17,CIS
6953,19.50,22.25,CIS
6953,23.62,26.67,CIS
6960,1.52,2.13,CIS
6960,9.75,10.11,CIS
6961,0.60,0.76,CIS
6961,6.24,6.55,CIS
6961,10.66,11.12,CIS
6961,14.78,15.24,CIS
6961,38.40,41.45,CIS
6962,1.21,4.87,CIS
6962,30.17,41.75,CIS
6962,55.47,55.77,CIS
6963,0.60,1.21,CIS
6963,3.35,3.65,CIS
6963,44.65,45.72,CIS
6964,7.92,8.22,CIS
6965,23.31,25.29,CIS
6965,39.31,40.93,CIS
6965,42.82,43.28,CIS
6967,0.60,0.91,CIS
6967,5.33,30.17,CIS
6969,4.11,5.18,CIS
6969,8.38,11.36,CIS
6969,15.24,16.45,CIS
6973,24.29,24.65,CIS
6973,32.30,32.61,CIS
6974,26.51,26.97,CIS
6974,30.78,31.39,CIS
6974,32.00,33.52,CIS
6976,10.97,13.10,CIS
6979,54.86,56.08,CIS
6980,42.82,44.65,CIS
6989,1.06,2.13,CIS
6989,21.48,21.64,FAI
6989,51.96,52.42,CIS
6989,57.75,58.21,CIS
6990,22.25,23.46,CIS
6990,24.68,25.75,CIS
6991,26.82,27.88,CIS
6992,6.24,6.55,CIS
6992,10.36,11.12,CIS
6993,18.28,18.37,CIS
6993,26.51,27.12,CIS
6993,28.95,29.56,CIS
6993,40.53,40.59,FAI
6994,0.60,1.06,CIS
6995,0.60,1.52,CIS
6995,35.35,36.42,CIS
6996,0.60,1.82,CIS
6997,43.37,45.56,FAI
6998,0.60,1.82,CIS
6998,2.34,2.43,CIS
6998,6.40,6.85,CIS
6998,14.02,23.77,CIS
7004,0.67,0.70,CIS
7004,8.04,8.10,CIS
7004,11.88,12.25,CIS
7004,13.86,13.92,CIS
7004,52.21,52.30,CIS
7005,0.00,1.06,CIS
7015,24.47,25.29,CIS
7016,22.70,24.23,CIS
7017,5.63,6.24,CIS
7021,30.32,37.18,CIS
7022,37.79,38.40,FAI
7022,63.39,63.48,CIS
7022,66.75,66.90,CIS
7022,67.20,67.81,CIS
7023,0.00,3.04,CIS
7023,10.05,10.82,CIS
7023,16.61,17.06,CIS
7023,78.63,79.70,CIS
7023,117.95,118.71,CIS
7024,0.00,2.28,CIS
7024,79.09,80.16,CIS
7024,84.27,84.88,CIS
7027,2.43,2.89,CIS
7027,3.65,4.41,CIS
7028,18.53,21.48,CIS
7028,38.46,40.38,CIS
7031,2.43,3.04,CIS
7031,26.82,27.27,CIS
7031,33.52,34.13,CIS
7031,34.74,35.20,CIS
7033,0.60,1.06,CIS
7033,5.63,6.09,CIS
7034,17.37,17.83,CIS
7034,20.87,22.09,CIS
7035,27.43,29.04,CIS
7036,43.58,44.04,CIS
7036,62.94,64.00,CIS
7036,80.31,82.14,CIS
7036,99.97,100.27,FAI
7036,113.08,116.28,CIS
7037,68.91,71.32,CIS
7037,105.15,113.38,CIS
7038,14.32,14.93,CIS
7038,26.51,27.34,CIS
7039,19.50,20.72,CIS
7039,72.02,72.84,CIS
7040,6.40,10.82,CIS
7040,118.26,120.09,CIS
7041,11.64,14.41,CIS
7042,24.84,25.75,CIS
7042,26.36,26.82,CIS
7042,36.42,37.18,CIS
7046,17.98,18.59,CIS
7049,32.91,35.66,CIS
7050,22.86,24.68,CIS
7056,16.15,16.61,CIS
7056,27.73,30.63,CIS
7057,11.12,12.03,CIS
7059,6.55,16.45,CIS
7059,27.27,29.87,CIS
7060,2.28,3.04,CIS
7060,7.52,13.71,CIS
7060,31.24,33.22,CIS
7061,0.91,3.35,CIS
7065,1.21,1.82,CIS
7065,25.90,28.95,CIS
7066,10.97,11.43,CIS
7068,51.66,52.27,CIS
7069,26.06,26.36,CIS
7077,6.76,7.01,CIS
7078,25.75,26.51,CIS
7078,33.89,34.04,CIS
7083,53.34,54.10,CIS
7083,55.93,56.38,CIS
7084,60.50,60.96,CIS
7084,68.88,70.86,CIS
7085,0.60,8.77,CIS
7085,12.49,14.93,CIS
7085,16.45,16.85,CIS
7085,20.26,20.72,CIS
7085,26.36,37.49,CIS
7086,41.45,41.75,FAI
7086,44.04,44.34,FAI
7086,45.26,45.56,FAI
7090,23.92,24.07,CIS
7091,9.29,10.05,FAI
7091,16.76,16.91,FAI
7091,16.91,29.26,CIS
7091,57.30,57.45,FAI
7093,10.05,10.51,CIS
7093,33.37,33.98,CIS
7093,60.04,60.50,CIS
7094,0.00,0.76,CIS
7094,9.60,10.36,CIS
7095,0.00,9.60,CIS
7095,12.80,13.35,CIS
7095,18.68,19.05,CIS
7096,0.60,4.87,CIS
7099,46.17,46.78,CIS
7100,7.77,8.22,CIS
7100,23.92,25.29,CIS
7102,4.26,4.57,CIS
7106,7.22,7.55,CIS
7106,40.38,41.45,CIS
7106,41.45,41.60,FAI
7106,41.60,42.06,CIS
7106,55.71,55.93,CIS
7106,70.10,70.25,FAI
7106,70.25,70.56,CIS
7109,9.90,10.66,CIS
7109,16.15,16.76,CIS
7121,4.26,5.18,CIS
7121,21.48,23.77,CIS
7122,39.31,44.80,CIS
7123,36.27,36.57,FAI
7124,17.34,20.42,CIS
7125,14.47,14.72,CIS
7126,42.36,44.50,CIS
7128,28.34,42.36,CIS
7137,19.35,19.65,CIS
7137,74.37,75.28,CIS
7138,109.72,110.03,CIS
7138,131.82,133.47,CIS
7138,135.72,137.76,CIS
7138,138.68,138.77,CIS
7138,150.26,153.00,CIS
7138,199.18,199.79,CIS
7147,17.22,17.43,CIS
7157,2.68,3.13,CIS
7157,5.79,7.62,CIS
7157,19.65,25.78,CIS
7157,38.10,39.16,CIS
7158,3.81,4.87,CIS
7158,7.01,8.99,CIS
7158,26.21,26.97,CIS
7158,30.78,31.21,CIS
7171,6.85,8.07,CIS
7172,9.90,11.12,CIS
7172,11.88,12.49,CIS
7172,16.61,16.91,CIS
7173,8.53,9.75,CIS
7174,4.87,5.63,CIS
7174,8.53,9.44,CIS
7174,13.10,14.02,CIS
7174,15.84,16.45,CIS
7174,17.83,18.13,CIS
7174,25.90,26.67,CIS
7174,28.19,29.87,CIS
7175,0.60,3.10,CIS
7175,25.90,26.21,CIS
7175,36.57,37.49,CIS
7176,3.65,6.18,CIS
7181,0.00,1.82,CIS
7181,62.33,69.18,CIS
7183,45.11,46.02,CIS
7184,0.00,0.76,CIS
7185,21.64,23.31,CIS
7186,27.43,28.95,CIS
7191,0.76,4.26,CIS
7198,42.21,43.73,CIS
7200,16.76,22.40,CIS
7201,0.91,1.52,CIS
7202,20.42,20.72,FAI
7204,47.09,47.24,FAI
7204,76.80,76.84,FAI
7205,56.38,56.69,FAI
7206,15.84,16.76,CIS
7207,24.44,27.73,CIS
7207,34.04,37.58,CIS
7208,11.58,12.89,CIS
7208,15.84,16.61,CIS
7208,38.64,39.31,CIS
7209,35.35,36.42,CIS
7209,36.72,38.86,CIS
7215,66.44,66.75,CIS
7215,85.03,85.64,CIS
7218,25.60,25.90,CIS
7220,26.06,27.73,CIS
7220,85.95,87.32,CIS
7221,0.91,1.21,CIS
7221,9.90,10.14,CIS
7225,9.75,10.82,CIS
7225,32.00,33.52,CIS
7226,14.02,14.93,CIS
7226,43.89,45.41,CIS
7227,10.21,11.73,CIS
7227,32.30,34.13,CIS
7228,17.06,17.98,CIS
7228,46.93,49.22,CIS
7229,4.32,5.18,CIS
7230,26.06,26.36,CIS
7230,46.93,47.85,CIS
7239,1.52,1.67,FAI
7240,22.31,22.46,FAI
7240,38.10,39.92,FAI
7240,41.30,45.72,FAI
7241,0.00,0.73,CIS
7241,26.21,29.26,CIS
7243,32.15,32.91,CIS
7243,35.90,42.06,CIS
7244,43.76,45.72,CIS
7245,14.63,23.62,CIS
7246,0.36,0.60,CIS
7246,9.90,10.97,CIS
7246,16.91,17.58,CIS
7246,24.53,25.14,CIS
7247,68.42,69.95,CIS
7251,8.07,11.73,CIS
7255,40.53,40.84,CIS
7256,31.24,32.30,CIS
7258,9.14,11.43,CIS
7260,19.20,19.72,CIS
7260,59.58,60.96,CIS
7262,57.15,58.97,CIS
7262,76.20,85.34,FAI
7263,105.61,106.07,CIS
7263,115.97,116.28,CIS
7265,0.60,2.28,CIS
7286,18.89,22.86,CIS
7286,33.22,34.13,CIS
7286,38.86,55.47,CIS
7288,45.26,48.92,CIS
7289,0.60,1.06,CIS
7289,2.59,3.50,CIS
7291,7.46,8.22,CIS
7292,3.04,12.98,CIS
7299,2.13,4.57,CIS
7299,30.48,31.39,CIS
7299,94.94,97.53,CIS
7299,121.15,121.92,CIS
7299,133.80,134.26,CIS
7299,157.27,157.88,CIS
7300,4.57,6.27,CIS
7300,7.92,8.38,CIS
7301,2.28,4.26,CIS
7301,58.67,59.13,CIS
7302,3.65,6.55,CIS
7303,9.14,11.76,CIS
7304,3.04,4.11,CIS
7304,53.34,54.40,CIS
7304,169.77,170.38,CIS
7312,32.30,32.76,CIS
7312,32.79,32.91,FAI
7312,33.31,33.52,FAI
7312,33.83,33.98,FAI
7312,34.13,34.29,FAI
7312,34.50,34.68,FAI
7312,55.16,55.77,FAI
7313,16.91,17.22,FAI
7313,17.80,17.98,CIS
7313,21.64,21.79,FAI
7313,22.55,22.70,FAI
7313,28.34,28.49,FAI
7313,37.49,37.64,FAI
7313,55.47,56.99,FAI
7314,0.60,1.98,CIS
7314,7.62,11.12,CIS
7323,3.87,6.61,CIS
7325,0.91,1.21,CIS
7325,20.11,20.72,CIS
7325,34.29,35.14,CIS
7327,0.00,0.45,CIS
7327,6.55,7.16,CIS
7327,24.68,29.87,CIS
7328,20.87,21.33,CIS
7329,0.60,1.37,CIS
7329,22.86,23.62,CIS
7329,27.58,29.41,CIS
7330,0.60,2.59,CIS
7330,33.68,34.59,CIS
7330,41.75,43.31,CIS
7330,43.83,44.19,CIS
7331,0.60,3.20,CIS
7331,19.05,19.81,CIS
7331,47.70,48.46,CIS
7336,21.79,22.25,CIS
7339,0.00,1.15,CIS
7339,40.69,41.30,CIS
7339,179.37,181.66,CIS
7340,0.00,1.06,CIS
7340,2.74,3.20,CIS
7340,11.27,11.58,CIS
7340,18.44,18.74,CIS
7341,3.35,6.09,CIS
7341,17.06,17.67,CIS
7341,21.48,22.09,CIS
7341,39.62,40.53,CIS
7341,43.58,44.04,CIS
7342,29.26,29.87,CIS
7344,3.74,4.72,CIS
7344,12.03,14.17,CIS
7347,15.27,20.51,CIS
7347,34.13,35.96,CIS
7347,40.84,41.91,CIS
7349,33.83,34.29,CIS
7353,17.06,17.43,CIS
7358,11.27,14.99,CIS
7361,20.26,24.53,CIS
7362,18.74,20.72,CIS
7362,51.35,51.51,FAI
7362,58.36,58.52,FAI
7362,60.89,60.96,FAI
7362,63.39,64.31,CIS
7362,101.65,103.93,CIS
7362,135.33,135.63,CIS
7370,118.04,118.38,CIS
7370,137.76,138.53,CIS
7371,0.00,0.48,CIS
7371,55.77,56.69,CIS
7372,0.00,4.11,CIS
7372,22.86,23.07,CIS
7372,24.17,27.73,CIS
7373,14.17,14.32,FAI
7373,17.22,17.98,CIS
7373,18.89,20.87,CIS
7373,24.07,24.53,CIS
7373,33.98,34.13,FAI
7376,1.21,2.43,CIS
7377,6.70,8.07,CIS
7377,110.18,111.70,CIS
7377,147.52,148.43,CIS
7378,0.00,0.60,CIS
7378,153.31,153.77,CIS
7379,12.64,14.17,CIS
7383,40.08,41.91,CIS
7383,50.59,51.66,CIS
7383,55.93,58.67,CIS
7392,4.87,6.85,CIS
7392,46.02,48.76,CIS
7393,12.80,14.96,CIS
7393,28.19,28.55,CIS
7393,28.92,33.52,CIS
7395,27.12,27.64,CIS
7396,26.06,30.48,CIS
7397,69.49,70.46,CIS
7398,68.58,73.30,CIS
7404,20.26,20.72,CIS
7405,19.81,21.18,CIS
7405,42.06,42.36,FAI
7405,160.32,160.78,CIS
7410,82.90,83.51,CIS
7410,132.58,136.24,CIS
7410,156.36,157.12,CIS
7411,35.66,37.18,CIS
7411,59.13,59.43,CIS
7411,95.55,97.84,CIS
7411,99.36,100.27,CIS
7411,114.45,114.75,CIS
7411,122.37,124.29,CIS
7411,133.86,134.11,CIS
7412,0.00,0.24,CIS
7415,21.94,22.40,CIS
7418,16.00,24.53,CIS
7418,42.67,44.80,CIS
7420,77.87,79.24,CIS
7420,123.65,128.86,CIS
7427,25.90,28.80,CIS
7433,27.43,28.80,CIS
7433,43.25,43.34,CIS
7434,17.73,17.98,CIS
7434,32.76,41.60,CIS
7437,6.85,8.07,CIS
7439,40.69,42.06,CIS
7439,76.80,77.11,CIS
7440,15.69,16.00,CIS
7440,64.46,65.68,CIS
7440,95.40,95.70,FAI
7443,23.77,24.07,CIS
7443,53.34,53.79,CIS
7443,54.25,58.91,CIS
7443,64.00,64.46,CIS
7444,33.07,34.29,CIS
7444,133.50,133.95,CIS
7444,138.37,142.34,CIS
7445,1.37,1.67,CIS
7448,26.06,26.21,FAI
7449,0.60,7.62,CIS
7450,14.47,16.76,CIS
7451,11.88,18.89,CIS
7451,19.50,21.03,CIS
7452,18.13,45.11,CIS
7453,0.45,3.96,CIS
7453,5.02,5.79,CIS
7458,23.77,24.07,CIS
7460,9.60,10.21,CIS
7460,10.97,14.02,CIS
7460,15.24,16.30,CIS
7462,10.51,12.19,CIS
7462,38.40,39.31,CIS
7463,85.03,88.08,CIS
7464,144.32,145.38,CIS
7466,0.60,12.80,CIS
7467,16.76,17.37,CIS
7467,25.60,26.36,CIS
7470,12.80,13.71,FAI
7470,24.65,24.99,CIS
7470,43.52,44.19,CIS
7471,115.88,117.95,CIS
7471,129.54,130.45,CIS
7471,139.90,141.42,CIS
7472,48.61,56.08,CIS
7472,90.52,90.83,CIS
7480,49.83,49.98,FAI
7480,53.82,53.94,FAI
7480,55.32,55.47,FAI
7481,21.94,24.53,CIS
7481,36.57,38.86,CIS
7482,3.74,3.81,FAI
7482,7.89,8.01,FAI
7483,19.81,21.12,CIS
7484,0.60,1.52,CIS
7484,2.74,4.26,CIS
7484,7.31,8.38,CIS
7484,12.19,14.47,CIS
7484,16.76,19.81,CIS
7485,0.60,1.37,CIS
7485,2.13,2.89,CIS
7488,20.48,22.95,CIS
7488,64.31,66.14,CIS
7489,2.01,2.89,CIS
7491,0.60,19.50,CIS
7492,12.80,13.86,CIS
7492,18.59,19.05,CIS
7492,25.75,29.56,CIS
7494,32.76,33.37,CIS
7494,51.81,54.25,CIS
7495,3.20,6.43,CIS
7495,8.53,10.66,CIS
7495,18.34,19.81,CIS
7495,52.42,56.38,CIS
7495,59.43,60.04,CIS
7496,53.64,56.38,CIS
7497,20.42,20.57,FAI
7497,48.92,50.13,CIS
7498,10.60,13.56,CIS
7498,21.18,21.79,CIS
7498,29.87,33.83,CIS
7498,39.77,42.21,CIS
7499,28.65,30.78,CIS
7499,43.12,43.73,CIS
7511,8.38,8.99,CIS
7511,29.19,31.33,CIS
7512,7.46,7.71,CIS
7513,7.46,10.97,CIS
7514,11.43,12.03,CIS
7514,13.25,13.86,CIS
7515,44.95,46.17,CIS
7516,58.52,61.56,CIS
7517,13.41,19.35,CIS
7518,17.98,18.89,CIS
7518,29.26,29.87,CIS
7519,0.60,0.97,CIS
7519,3.81,3.96,CIS
7519,54.55,55.56,CIS
7520,8.83,10.82,CIS
7520,35.05,35.50,CIS
7520,52.88,52.91,FAI
7520,57.30,57.33,FAI
7521,13.10,14.63,CIS
7522,40.84,41.45,CIS
7522,44.95,45.72,CIS
7523,26.36,28.49,CIS
7526,70.86,72.23,CIS
7527,146.15,148.28,CIS
7527,150.57,151.94,CIS
7530,55.77,55.93,FAI
7531,1.37,3.65,CIS
7532,7.01,8.22,CIS
7534,2.07,2.37,FAI
7537,3.13,3.20,FAI
7537,6.55,7.04,FAI
7541,0.45,1.37,CIS
7544,22.40,26.36,CIS
7545,28.04,28.49,CIS
7551,24.93,28.34,CIS
7551,28.34,28.49,FAI
7551,28.49,29.26,CIS
7551,29.26,29.41,FAI
7551,34.74,34.89,FAI
7553,46.42,50.90,CIS
7555,38.10,42.21,CIS
7556,2.28,3.10,CIS
7556,37.03,37.33,CIS
7556,44.65,45.72,CIS
7556,125.57,125.88,CIS
7556,158.34,158.64,CIS
7556,173.43,176.47,CIS
7556,178.76,178.76,FAI
7556,179.40,181.96,CIS
7562,47.06,47.30,CIS
7572,0.00,0.45,FAI
7572,34.74,35.05,FAI
7573,23.83,23.98,FAI
7573,24.38,24.53,FAI
7573,24.99,25.14,FAI
7573,32.15,32.30,FAI
7573,54.10,54.25,FAI
7573,56.99,57.15,FAI
7573,58.52,58.67,FAI
7573,71.56,74.52,CIS
7573,75.59,75.74,FAI
7573,80.31,80.46,FAI
7573,80.77,81.22,FAI
7573,90.76,91.44,CIS
7576,0.00,1.52,CIS
7576,12.34,21.94,CIS
7576,36.57,38.10,CIS
7577,5.79,8.68,CIS
7577,49.07,49.98,CIS
7577,51.05,51.29,CIS
7578,33.22,35.66,CIS
7579,8.38,10.21,CIS
7579,76.04,81.83,CIS
7587,0.76,1.67,CIS
7587,14.63,15.75,CIS
7590,3.20,3.65,CIS
7590,30.17,30.48,CIS
7590,38.70,39.47,CIS
7591,64.31,64.61,CIS
7592,6.24,6.55,CIS
7593,14.93,18.28,CIS
7596,6.09,7.92,CIS
7596,19.35,20.42,CIS
7597,26.97,28.04,CIS
7598,5.79,6.40,FAI
7598,9.90,10.05,FAI
7598,10.66,10.82,FAI
7598,16.91,17.06,FAI
7598,18.74,18.89,FAI
7598,25.60,25.75,FAI
7598,30.17,30.32,FAI
7598,30.41,30.57,FAI
7599,1.21,1.37,FAI
7599,3.35,4.26,CIS
7599,17.61,18.89,FAI
7599,21.24,21.39,FAI
7599,22.49,22.64,FAI
7599,24.23,24.38,FAI
7599,24.84,24.99,FAI
7601,23.16,24.38,CIS
7602,31.54,32.30,CIS
7603,53.34,54.40,CIS
7604,0.60,1.21,CIS
7608,49.53,49.83,CIS
7608,50.90,51.51,CIS
7610,1.55,2.43,CIS
7610,50.59,52.88,CIS
7610,59.74,60.35,CIS
7611,0.00,3.96,CIS
7611,17.52,18.74,CIS
7611,71.93,72.23,CIS
7612,4.38,4.48,FAI
7612,13.10,13.25,FAI
7612,28.34,28.49,FAI
7614,11.43,11.88,CIS
7615,0.60,1.37,CIS
7615,25.45,25.60,CIS
7615,28.04,28.40,CIS
7615,58.36,60.65,CIS
7616,5.02,6.85,CIS
7616,28.34,28.80,CIS
7617,9.14,9.90,CIS
7618,4.87,5.39,CIS
7619,8.65,10.36,CIS
7619,11.58,12.49,CIS
7620,9.05,10.66,CIS
7622,8.22,8.38,FAI
7622,9.44,11.06,CIS
7622,12.64,13.25,CIS
7622,15.94,16.30,CIS
7622,34.13,35.35,CIS
7623,13.41,13.71,CIS
7623,19.20,22.86,CIS
7623,36.48,36.91,CIS
7624,40.69,41.60,CIS
7624,53.79,54.25,CIS
7625,8.22,8.99,CIS
7625,10.82,11.12,CIS
7625,34.89,36.33,CIS
7626,11.06,15.24,CIS
7626,18.04,21.18,CIS
7627,0.76,1.21,CIS
7627,28.65,31.85,CIS
7628,0.00,0.76,CIS
7628,18.44,18.74,CIS
7628,25.60,26.82,CIS
7628,58.21,59.89,CIS
7629,23.46,25.45,CIS
7631,19.96,20.87,CIS
7655,25.90,27.43,CIS
7655,38.25,38.86,CIS
7656,27.73,29.56,CIS
7657,8.53,8.83,CIS
7657,32.76,33.07,CIS
7658,0.00,4.11,CIS
7658,8.99,11.88,CIS
7658,15.78,17.67,CIS
7659,4.90,5.21,CIS
7659,7.92,10.27,CIS
7660,0.00,2.43,CIS
7660,4.26,7.46,CIS
7660,24.68,25.45,CIS
7660,27.73,28.65,CIS
7661,1.85,20.87,CIS
7662,3.65,5.79,CIS
7662,14.02,16.30,CIS
7662,27.88,28.34,CIS
7668,0.00,11.43,CIS
7668,49.53,49.98,CIS
7669,51.51,55.16,CIS
7670,54.40,57.24,CIS
7671,0.00,0.60,CIS
7672,24.53,24.99,CIS
7672,63.55,63.70,CIS
7673,33.07,33.68,CIS
7674,21.94,24.84,CIS
7675,28.80,29.41,CIS
7675,29.87,31.24,CIS
7676,18.44,20.11,CIS
7677,20.42,21.18,CIS
7678,16.76,17.06,CIS
7678,21.33,21.64,CIS
7679,90.52,91.89,CIS
7679,119.48,120.39,CIS
7680,6.40,8.22,CIS
7680,76.96,77.41,CIS
7680,151.02,151.94,CIS
7680,176.17,176.78,CIS
7682,14.02,18.89,CIS
7682,23.62,28.40,CIS
7682,34.89,38.40,CIS
7690,7.31,9.44,FAI
7693,7.31,8.68,CIS
7694,7.01,8.07,CIS
7694,30.17,30.48,CIS
7696,0.45,1.67,CIS
7696,5.79,6.85,CIS
7696,16.15,17.37,CIS
7697,15.54,15.94,CIS
7698,30.63,31.24,CIS
7709,16.30,17.98,CIS
7709,20.57,20.78,CIS
7711,29.56,32.00,CIS
7712,5.79,8.83,CIS
7714,8.53,14.32,CIS
7714,22.09,23.77,CIS
7714,27.27,27.58,CIS
7716,28.49,28.95,CIS
7719,52.73,52.88,FAI
7729,22.25,23.22,CIS
7730,31.02,31.69,CIS
7732,7.62,9.90,CIS
7732,12.80,13.10,FAI
7732,20.66,20.81,CIS
7735,24.68,24.87,CIS
7735,27.12,27.58,CIS
7738,29.71,32.91,CIS
7741,33.07,33.52,CIS
7741,38.55,39.10,CIS
7741,82.75,83.82,CIS
7742,59.58,61.56,CIS
7745,52.73,54.40,CIS
7757,40.69,40.99,CIS
7757,41.75,43.73,CIS
7757,48.76,52.33,CIS
7777,42.51,42.97,CIS
7781,32.91,35.96,CIS
7781,47.24,47.70,CIS
7781,54.40,55.16,CIS
7782,25.90,26.21,CIS
7783,55.16,55.47,CIS
7783,58.52,58.82,CIS
7784,12.49,13.10,CIS
7784,55.16,56.08,FAI
7788,31.24,31.54,CIS
7789,0.91,1.82,CIS
7789,16.15,17.98,CIS
7789,155.44,156.05,CIS
7791,0.51,1.37,CIS
7792,23.22,25.90,CIS
7792,30.78,33.22,CIS
7793,26.06,26.67,CIS
7793,28.49,29.26,CIS
7793,39.62,40.23,CIS
7794,44.50,45.11,CIS
7795,42.51,42.97,CIS
7795,53.64,54.71,CIS
7796,9.75,10.05,CIS
7796,31.85,32.30,CIS
7797,0.00,1.06,CIS
7797,49.53,49.98,CIS
7798,0.00,2.89,CIS
7800,0.91,5.02,CIS
7800,30.48,30.93,CIS
7801,0.00,0.30,CIS
7801,43.37,44.34,CIS
7802,45.87,47.24,CIS
7802,50.23,50.81,CIS
7802,52.27,53.34,CIS
7802,58.67,58.82,FAI
7804,13.25,14.99,CIS
7805,0.76,1.21,CIS
7805,3.35,3.68,CIS
7805,44.34,44.80,CIS
7806,0.00,1.06,CIS
7807,2.59,3.35,CIS
7807,12.80,14.32,CIS
7807,15.54,16.15,CIS
7807,40.53,40.78,CIS
7808,1.52,2.59,CIS
7812,10.82,14.32,CIS
7813,16.45,16.61,FAI
7813,40.23,40.38,FAI
7813,64.31,64.46,FAI
7813,124.96,125.12,FAI
7814,35.96,36.11,FAI
7814,76.71,77.02,FAI
7815,108.50,109.11,CIS
7823,6.09,6.85,CIS
7825,40.08,40.69,CIS
7826,0.00,3.35,CIS
7827,115.51,115.91,CIS
7827,154.22,155.90,CIS
7827,168.40,169.62,CIS
7829,3.81,4.26,CIS
7830,129.84,130.45,CIS
7832,0.60,1.37,CIS
7838,18.89,23.16,CIS
7839,0.45,4.72,CIS
7839,52.12,52.57,CIS
7854,0.45,2.59,CIS
7854,31.54,32.46,CIS
7854,37.33,39.16,CIS
7854,51.20,52.12,CIS
7854,58.97,59.89,CIS
7854,61.26,64.16,CIS
7855,27.73,27.88,FAI
7856,18.89,19.81,FAI
7856,21.64,22.40,CIS
7856,23.62,23.92,CIS
7856,56.23,56.54,CIS
7857,0.00,2.28,CIS
7857,14.78,16.15,CIS
7857,38.10,39.41,CIS
7857,42.36,42.39,FAI
7857,44.19,44.22,FAI
7857,44.22,45.41,CIS
7858,16.30,17.12,CIS
7858,32.46,33.37,CIS
7858,46.17,54.40,CIS
7865,1.98,2.43,CIS
7866,3.96,4.41,CIS
7866,28.04,28.95,FAI
