HOLE-ID,LOC_UTMX,LOC_UTMY,LOC_UTMZ,AZ_UTM,DIP,LENGTH_M,NO_DATA,DOUBTFUL_C
399,294849.51,5331072.93,173.32,2.31,-90.00,34.74,,
3990,294536.39,5331146.72,-244.45,358.41,69.77,38.61,,
3991,294536.45,5331147.44,-245.51,2.68,3.05,43.19,,
3992,294536.45,5331146.26,-246.61,182.68,-86.10,44.65,,
3993,295013.56,5331144.64,-92.51,2.31,-2.50,153.61,,
3994,295013.40,5331140.97,-92.36,182.31,2.50,121.92,,
3995,294510.61,5331149.58,-244.34,2.31,83.50,37.79,,
3996,294419.25,5331152.86,-246.55,173.78,-76.13,39.31,,
3997,294490.27,5331147.72,-246.49,187.81,-74.00,40.53,No_Litho,
3998,294490.25,5331146.88,-245.24,181.88,4.57,152.33,No_Litho,
3999,294520.08,5331146.33,-246.65,195.81,-80.50,46.08,No_Litho,
4,294714.07,5331027.85,316.96,353.31,-51.00,124.35,,
40,294609.63,5331096.94,250.58,317.88,0.00,57.54,,
400,294827.86,5331078.63,173.29,2.31,-90.00,33.98,,
4000,295013.57,5331144.08,-91.19,9.31,76.00,37.79,,
4001,295013.52,5331143.64,-93.43,179.31,-82.00,38.10,,
4002,294589.93,5331176.27,-321.43,361.81,-6.50,152.24,,
4003,294589.82,5331172.77,-321.38,181.88,6.30,121.61,,
4004,294991.69,5331146.69,-93.55,191.31,-83.50,45.56,No_Litho,
4005,294991.89,5331145.93,-92.54,182.31,1.00,37.64,No_Litho,
4006,294991.75,5331147.02,-90.62,11.31,83.50,38.19,No_Litho,
4007,294964.65,5331147.87,-93.62,170.31,-84.00,44.25,,
4008,294964.61,5331146.99,-92.57,181.81,2.50,15.02,,
4009,294964.62,5331148.09,-91.46,350.31,84.00,41.14,,
401,294806.88,5331079.92,172.81,2.31,-90.00,33.86,,
4010,294936.95,5331147.56,-93.75,189.81,-87.00,45.41,No_Litho,
4011,294936.75,5331146.17,-92.77,187.81,1.50,6.85,No_Litho,
4012,294937.00,5331147.75,-91.65,9.81,82.00,32.91,No_Litho,
4013,294923.08,5331148.74,-93.77,2.31,-90.00,36.11,,
4014,294923.03,5331148.73,-91.57,2.31,90.00,37.18,,
4015,294679.38,5331141.91,-322.25,179.31,3.50,76.80,,
4016,294679.31,5331145.90,-322.21,358.81,1.50,37.88,,
4017,294647.71,5331152.16,-321.95,180.43,-0.08,97.84,,
4018,294647.73,5331154.66,-321.95,360.43,0.08,38.95,,
4019,294619.04,5331165.47,-321.59,178.81,0.32,48.76,No_Litho,
402,294923.53,5331034.62,99.80,20.39,0.00,99.97,,
4020,294619.00,5331167.63,-321.60,358.81,-0.32,40.47,No_Litho,
4021,294901.18,5331156.01,-94.04,189.31,-83.00,39.47,No_Litho,
4022,294901.25,5331156.31,-91.79,17.31,79.00,31.08,No_Litho,
4023,294901.53,5331120.26,-92.61,2.31,12.87,50.53,No_Litho,
4024,294901.53,5331120.16,-92.31,2.31,27.00,39.16,No_Litho,
4025,294889.61,5331159.94,-92.92,185.81,7.00,15.45,No_Litho,
4026,294834.41,5331126.24,-94.49,2.31,-90.00,36.88,No_Litho,
4027,294834.37,5331126.25,-92.18,2.31,90.00,38.10,No_Litho,
4028,294714.43,5331130.26,-322.61,183.81,-0.50,61.20,,
4029,294714.44,5331130.29,-321.95,184.31,28.67,45.50,,
403,294501.04,5331080.30,212.99,162.44,0.00,82.60,,
4030,294837.32,5331161.45,-92.17,2.31,90.00,15.24,No_Litho,
4031,294808.63,5331079.36,-94.66,2.31,-90.00,38.10,No_Litho,
4032,294877.54,5331120.35,-321.95,361.49,-1.50,137.09,,
4033,294877.45,5331116.94,-321.85,181.49,1.70,131.91,,
4034,294750.55,5331195.03,-56.08,200.81,-87.00,49.37,No_Litho,
4035,294750.57,5331195.20,-53.62,20.81,87.50,35.60,No_Litho,
4036,294779.56,5331193.01,-55.34,179.16,-82.41,46.02,No_Litho,
4037,294779.57,5331192.92,-55.36,166.01,-78.82,30.93,No_Litho,
4038,294800.14,5331193.25,-55.31,209.14,-72.33,52.88,,
4039,294800.14,5331193.19,-55.32,178.81,-67.50,37.49,,
404,294908.93,5331109.20,98.60,182.21,0.00,45.72,,
4040,294852.41,5331115.70,-322.05,180.31,-1.05,69.61,,
4041,294852.39,5331121.83,-322.01,360.31,-0.50,68.97,,
4042,294881.30,5331122.93,-321.96,27.31,-1.75,75.77,,
4043,294881.51,5331120.43,-321.89,158.81,-0.81,72.99,,
4044,294780.76,5331189.18,-55.40,2.31,-90.00,19.96,,
4045,294732.92,5331198.97,-56.24,182.31,-85.00,36.11,,
4046,294732.93,5331199.14,-53.82,2.31,85.00,36.88,,
4047,294714.46,5331202.81,-56.20,181.31,-86.50,49.31,,
4048,294714.46,5331202.96,-53.78,361.31,86.50,30.93,,
4049,294717.32,5331034.51,21.72,359.14,41.00,30.11,,
405,294508.60,5331007.37,252.98,356.81,60.00,12.03,,
4050,294717.31,5331034.81,21.02,359.69,-1.00,30.02,,
4051,294694.37,5331034.77,21.91,362.11,41.00,30.78,,
4052,294694.37,5331034.89,21.11,362.16,1.00,31.69,,
4053,294676.55,5331036.42,21.85,5.36,33.00,45.72,,
4054,294676.57,5331036.81,21.14,4.81,0.00,30.32,,
4055,294828.84,5331137.45,-322.07,3.81,-0.35,52.94,No_Litho,
4056,294828.68,5331134.75,-321.87,183.23,0.83,30.48,No_Litho,
4057,294501.43,5331149.14,-246.57,182.31,-75.00,46.26,No_Litho,
4058,294478.93,5331147.09,-246.35,182.31,-72.50,38.10,No_Litho,
4059,294478.93,5331147.21,-246.71,177.81,-84.00,43.89,No_Litho,
406,294509.08,5331005.56,253.01,171.56,78.00,12.49,,
4060,294464.98,5331143.65,-244.40,22.54,77.55,37.94,,
4061,294460.25,5331142.43,-246.68,187.86,-75.60,36.66,,
4062,294676.45,5331035.52,22.14,2.31,90.00,30.32,,
4063,294658.18,5331038.56,22.46,2.31,90.00,30.93,,
4064,294658.27,5331039.18,22.35,9.88,58.43,38.40,,
4065,294658.33,5331039.52,21.77,9.39,26.10,31.02,,
4066,294763.20,5331028.57,21.75,185.41,41.00,38.95,,
4067,294780.61,5331026.77,20.95,183.58,0.00,46.32,,
4068,294780.64,5331027.12,21.64,183.16,34.08,37.33,,
4069,294780.69,5331027.57,21.90,180.68,57.22,40.53,,
407,294519.34,5331007.54,253.05,358.81,60.67,13.10,,
4070,294478.94,5331147.52,-244.43,346.81,83.00,38.10,No_Litho,
4071,294444.00,5331140.88,-244.30,2.31,90.00,38.10,,
4072,294418.96,5331136.91,-244.35,354.83,73.77,39.16,,
4073,294416.26,5331130.82,-244.39,91.86,56.25,32.61,,
4074,294414.12,5331127.79,-246.13,97.74,-45.72,53.03,,
4075,294413.33,5331127.92,-246.47,2.31,-90.00,38.10,,
4076,294771.49,5331017.51,58.77,178.46,-59.98,37.79,,
4077,294748.49,5331017.94,58.58,182.31,-57.00,37.18,,
4078,294733.80,5331014.95,58.73,182.68,-66.00,37.64,,
4079,294716.41,5331014.27,58.97,184.14,-71.00,38.70,,
408,294519.78,5331006.04,253.41,183.14,80.58,11.88,,
4080,294716.48,5331014.93,58.96,359.98,-71.00,38.10,,
4081,294784.88,5331013.90,58.63,181.59,-56.73,38.70,,
4082,294413.30,5331127.99,-244.13,345.21,87.42,25.90,,
4083,294700.39,5331126.61,-414.17,183.31,-0.60,68.58,,
4084,294700.51,5331128.66,-414.15,3.31,0.15,29.87,,
4085,294622.14,5331155.40,-246.76,181.54,-76.17,48.00,No_Litho,
4086,294622.11,5331155.61,-244.42,2.31,90.00,34.07,No_Litho,
4087,294796.80,5331009.28,59.40,2.31,-51.00,38.10,,
4088,294796.79,5331008.55,60.97,177.23,71.00,15.24,,
4089,294796.77,5331008.20,59.00,180.28,-54.00,38.10,,
409,294520.78,5331028.01,252.73,16.68,60.95,12.13,,
4090,294070.57,5331108.91,-51.88,9.34,-80.00,24.68,No_Litho,
4091,294070.57,5331109.41,-51.86,2.51,-57.50,44.50,No_Litho,
4092,294070.58,5331109.82,-50.88,360.54,0.33,31.08,No_Litho,
4093,294070.56,5331108.80,-49.80,2.31,90.00,22.86,No_Litho,
4094,294070.57,5331108.02,-49.93,178.68,51.17,45.11,No_Litho,
4095,294070.54,5331107.85,-50.33,180.86,32.50,61.26,No_Litho,
4096,294070.55,5331108.68,-51.86,184.64,-79.92,36.57,No_Litho,
4097,294038.09,5331101.01,-51.58,3.31,-56.00,36.88,No_Litho,
4098,294038.04,5331100.57,-49.35,360.31,76.50,33.77,No_Litho,
4099,294037.99,5331099.63,-49.46,183.31,57.50,38.10,No_Litho,
41,294610.35,5331097.47,249.72,352.09,-34.00,63.70,,
410,294520.50,5331026.88,252.80,192.74,81.50,11.94,,
4100,294037.98,5331099.24,-49.79,183.31,34.50,61.26,No_Litho,
4101,294038.03,5331100.26,-51.55,189.31,-87.00,39.31,No_Litho,
4102,294643.41,5331158.50,-247.07,182.63,-77.08,48.34,,
4103,294643.43,5331158.01,-244.86,182.63,52.75,23.77,,
4104,294643.46,5331158.43,-244.57,188.08,70.48,39.47,,
4105,294643.50,5331158.81,-244.47,2.31,90.00,38.10,,
4106,294557.80,5331152.37,-244.39,361.06,72.43,30.17,,
4107,294048.58,5331084.13,-12.70,173.31,30.00,26.51,,
4108,294048.57,5331084.33,-12.29,169.81,55.00,38.40,,
4109,294031.81,5331081.58,-12.48,183.81,29.00,38.70,No_Litho,
411,294601.43,5331126.44,174.86,361.64,0.00,27.73,,
4110,294031.85,5331081.74,-11.99,183.81,52.00,38.70,No_Litho,
4111,294006.88,5331093.39,-51.43,6.03,-62.12,37.49,,
4112,294006.89,5331093.90,-51.23,2.53,-38.28,30.17,,
4113,294006.81,5331091.90,-49.57,182.31,39.63,22.49,,
4114,294006.84,5331092.40,-49.38,179.96,63.50,36.88,,
4115,293996.73,5331106.25,-12.43,180.48,32.62,38.55,,
4116,293996.74,5331106.83,-12.34,178.61,52.57,46.32,,
4117,294020.00,5331107.02,-12.89,180.81,32.00,37.91,,
4118,294324.56,5331094.97,-12.53,181.64,53.53,46.93,,
4119,294052.77,5331110.25,-14.63,196.81,-84.50,33.16,,
412,294601.43,5331126.46,175.43,360.56,31.25,24.38,,
4120,294052.83,5331110.83,-12.61,4.81,64.00,38.40,,
4121,294370.85,5331061.51,-13.53,163.48,40.08,31.08,,
4122,294369.42,5331061.62,-13.53,202.24,43.38,29.56,,
4123,294051.93,5331059.41,-281.94,183.31,5.00,84.21,,
4124,294052.11,5331063.68,-282.36,2.81,-7.50,167.30,,
4125,294098.58,5331113.71,-52.20,2.71,-50.77,53.88,,
4126,294098.50,5331110.42,-52.16,2.31,-90.00,34.13,,
4127,294098.40,5331109.43,-50.52,183.96,29.43,60.96,,
4128,294098.47,5331110.60,-49.83,352.31,81.27,35.66,,
4129,294195.92,5331132.97,-91.57,361.68,-0.13,59.43,,
413,294601.40,5331123.63,174.82,180.39,0.00,6.09,,
4130,294195.85,5331130.48,-91.56,181.68,0.13,45.26,,
4131,294145.02,5331121.05,-91.14,361.81,-3.50,137.76,,
4132,294144.87,5331116.48,-90.85,181.81,3.50,130.45,,
4133,294110.16,5331111.07,-90.69,2.81,0.00,53.64,,
4134,294110.05,5331108.80,-90.69,182.89,0.00,69.18,,
4135,294073.11,5331108.52,-90.53,361.73,-2.42,136.39,No_Litho,
4136,294072.98,5331104.25,-90.35,181.73,2.25,60.89,No_Litho,
4137,293993.51,5331094.88,-89.87,362.24,-0.45,60.96,,
4138,293993.42,5331092.51,-89.89,182.24,0.45,75.89,,
4139,294258.29,5331243.47,-168.47,2.31,-90.00,36.21,No_Litho,
414,294576.28,5331121.56,174.81,12.89,0.00,31.02,,
4140,294258.33,5331243.56,-166.22,18.58,85.08,38.70,No_Litho,
4141,294225.15,5331240.76,-168.54,2.31,-90.00,48.46,,
4142,294225.19,5331240.85,-166.32,2.31,85.42,38.70,,
4143,294192.47,5331231.87,-168.21,2.31,-90.00,45.11,,
4144,294192.41,5331231.94,-165.94,2.31,83.98,38.10,,
4145,294173.51,5331225.45,-168.13,2.31,-90.00,45.17,,
4146,294173.56,5331226.39,-167.06,3.58,-0.15,91.44,,
4147,294173.52,5331225.52,-165.90,2.31,85.57,37.79,,
4148,294173.42,5331224.18,-167.05,183.58,0.15,75.59,,
4149,294225.23,5331243.17,-167.46,3.16,0.18,27.43,,
415,294605.62,5331111.23,174.62,196.14,0.00,45.41,,
4150,294225.03,5331239.51,-167.45,183.16,0.00,115.21,,
4151,294276.99,5331246.93,-168.53,2.31,-90.00,45.72,,
4152,294277.04,5331247.34,-168.41,5.28,-67.95,29.87,,
4153,294277.03,5331247.68,-166.47,5.28,48.83,24.53,,
4154,294276.97,5331247.08,-166.13,354.33,84.37,39.10,,
4155,294364.82,5331248.28,-168.61,2.31,-90.00,45.72,No_Litho,
4156,294364.86,5331248.96,-168.63,361.34,-60.43,45.11,No_Litho,
4157,294364.81,5331249.48,-166.29,361.04,45.42,29.77,No_Litho,
4158,294364.80,5331248.40,-166.14,2.31,90.00,38.95,No_Litho,
4159,294397.61,5331265.38,-168.96,2.31,-90.00,60.19,,
416,294391.11,5331151.21,215.14,4.56,0.00,9.29,,
4160,294397.62,5331265.37,-166.52,2.31,90.00,35.20,,
4161,294464.27,5331271.78,-130.47,3.73,-0.63,22.40,,
4162,294396.41,5331194.92,-130.01,361.88,-1.50,83.82,,
4163,294483.51,5331276.43,-130.35,360.81,0.00,18.28,No_Litho,
4164,294454.53,5331117.29,101.54,4.16,66.26,31.39,,
4165,294454.47,5331116.84,101.63,2.31,90.00,30.48,,
4166,294454.49,5331116.85,99.49,2.31,-90.00,21.97,,
4167,294436.58,5331116.26,101.80,361.98,63.23,31.39,,
4168,294436.57,5331115.78,101.89,2.31,90.00,31.39,,
4169,294436.60,5331115.78,99.62,2.31,-90.00,23.68,,
417,294868.37,5331063.63,213.55,360.88,47.00,24.38,,
4170,294305.38,5331146.78,-91.84,181.56,6.12,153.77,,
4171,294305.36,5331148.41,-90.70,359.83,67.73,38.70,,
4172,294305.54,5331152.16,-92.18,361.73,-4.32,128.86,,
4173,294386.62,5331123.46,99.79,2.31,-90.00,38.49,,
4174,294386.60,5331123.45,102.04,2.31,90.00,30.02,,
4175,294386.62,5331124.08,102.01,2.31,59.15,30.78,,
4176,294414.26,5331118.15,101.87,361.41,61.23,30.78,,
4177,294414.25,5331117.48,101.81,2.31,90.00,30.11,,
4178,294388.73,5331163.80,-15.95,236.24,-41.68,38.40,,
4179,294263.64,5331140.61,-91.94,176.41,2.72,107.28,,
418,294869.25,5331071.68,211.91,2.31,-90.00,24.99,,
4180,294263.74,5331142.05,-90.63,5.53,75.92,37.12,,
4181,294263.50,5331142.91,-92.05,356.41,-2.72,91.74,,
4182,294185.59,5331127.59,-92.43,171.13,-76.53,37.27,,
4183,294185.58,5331127.86,-90.33,2.31,90.00,36.72,,
4184,294168.20,5331124.63,-91.23,2.81,2.50,53.76,,
4185,294168.17,5331123.89,-92.24,360.31,-78.50,46.02,,
4186,294153.17,5331118.67,-90.02,359.81,83.00,38.10,,
4187,294125.96,5331111.75,-89.54,358.81,79.50,37.64,,
4188,294028.40,5331089.65,-90.14,183.31,0.00,60.96,,
4189,294028.40,5331089.83,-89.34,184.31,36.50,60.35,,
419,294858.09,5331087.73,213.96,2.31,90.00,14.78,,
4190,294848.40,5331239.55,-641.79,2.81,-7.00,183.42,,
4191,294848.25,5331235.55,-641.29,182.31,7.00,181.75,,
4192,294798.37,5331239.50,-642.01,2.31,-2.50,106.61,,
4193,294798.18,5331235.26,-641.83,182.31,2.50,190.31,,
4194,294726.92,5331240.56,-642.52,5.31,-2.50,91.74,,
4195,294689.31,5331240.87,-642.52,4.81,-4.00,91.44,,
4196,294801.39,5331191.25,-209.15,175.31,-80.00,22.55,,
4197,294801.36,5331191.76,-206.58,358.31,78.00,38.64,,
4198,294778.51,5331191.05,-209.15,173.24,-78.67,46.32,No_Litho,
4199,294778.48,5331191.45,-206.83,358.51,81.28,13.71,No_Litho,
42,294701.71,5331107.26,249.89,165.61,-62.00,155.90,,
420,294857.59,5331086.76,211.93,181.93,-38.00,27.43,,
4200,294778.47,5331191.20,-209.13,2.31,-90.00,31.08,No_Litho,
4201,294722.43,5331202.09,-206.51,9.81,78.00,39.01,,
4202,294506.13,5331238.27,-640.83,184.31,-0.50,121.61,No_Litho,
4203,294885.35,5331117.84,-282.98,184.81,51.50,37.42,No_Litho,
4204,294885.37,5331118.11,-285.10,183.81,-59.00,44.50,No_Litho,
4205,294885.42,5331118.47,-285.15,170.81,-79.50,37.49,No_Litho,
4206,294885.47,5331119.45,-285.01,4.81,-51.50,30.41,No_Litho,
4207,294885.41,5331119.51,-283.31,361.31,41.50,30.78,No_Litho,
4208,294635.83,5331243.45,-642.02,3.81,-5.00,181.35,No_Litho,
4209,294635.65,5331239.71,-642.02,183.81,1.50,237.74,No_Litho,
421,294466.00,5331187.63,98.98,361.53,0.00,121.31,,
4210,294549.51,5331241.60,-641.16,2.31,-6.00,188.97,,
4211,294549.46,5331230.82,-641.16,183.81,-6.50,182.88,,
4212,294326.66,5331132.23,-51.00,6.19,77.62,23.16,,
4213,294326.59,5331131.72,-53.29,183.61,-76.97,15.39,,
4214,294327.48,5331131.91,-51.15,79.83,46.23,30.48,,
4215,294327.43,5331131.93,-52.23,78.04,0.87,37.49,,
4216,294425.69,5331192.65,-13.86,4.54,70.72,36.27,,
4217,294419.61,5331171.36,-14.18,5.66,67.07,38.70,,
4218,294028.83,5331108.35,-14.57,358.81,-58.25,38.55,,
4219,294028.75,5331108.73,-14.26,361.21,-34.08,23.46,,
422,294405.39,5331191.09,139.10,182.43,0.00,27.12,,
4220,294010.89,5331107.24,-14.50,2.69,-64.85,37.33,,
4221,294010.92,5331107.75,-14.22,3.84,-40.35,23.62,,
4222,293992.61,5331109.00,-14.34,4.83,-75.13,32.82,,
4223,293992.63,5331109.51,-14.28,361.34,-52.73,21.94,,
4224,293945.55,5331078.28,-12.96,4.81,0.00,45.72,No_Litho,
4225,293945.54,5331078.27,-13.36,3.31,-20.50,37.18,No_Litho,
4226,293945.52,5331078.22,-13.76,361.31,-38.00,45.96,No_Litho,
4227,293945.45,5331077.35,-13.93,355.81,-80.50,44.65,No_Litho,
4228,293920.97,5331075.71,-13.27,2.31,-21.00,44.89,,
4229,293920.97,5331075.65,-13.73,2.31,-38.00,52.66,,
423,294418.60,5331192.83,139.01,184.76,0.00,22.09,,
4230,293920.93,5331074.64,-13.81,10.81,-80.50,45.11,,
4231,294387.69,5331173.55,-14.00,2.31,84.42,38.40,,
4232,294738.15,5331094.51,-643.02,212.31,0.00,212.90,,
4233,294379.76,5331212.75,138.98,356.28,-19.00,45.11,,
4234,294352.51,5331214.74,139.02,359.84,-27.85,37.64,,
4235,294312.01,5331209.63,139.21,360.49,-30.30,38.40,,
4236,294590.27,5331182.55,-284.81,359.04,-42.00,37.39,,
4237,294613.83,5331190.59,-284.72,359.31,-45.18,39.01,No_Litho,
4238,294613.86,5331189.69,-284.89,2.31,-90.00,37.18,No_Litho,
4239,294613.79,5331189.68,-282.54,2.31,90.00,30.63,No_Litho,
424,294433.56,5331195.62,138.83,184.73,0.00,22.25,,
4240,294645.77,5331209.19,-285.04,360.56,-62.80,36.97,,
4241,294645.76,5331208.52,-285.09,2.31,-90.00,38.00,,
4242,294645.72,5331208.49,-282.63,2.31,90.00,31.30,,
4243,294669.64,5331215.79,-285.11,2.31,-76.38,44.80,,
4244,294669.63,5331215.51,-285.11,2.31,-90.00,37.49,,
4245,294669.68,5331215.48,-282.76,2.31,90.00,29.87,,
4246,294506.23,5331240.49,-640.85,360.81,-1.00,77.26,No_Litho,
4247,294505.82,5331240.36,-640.87,358.31,-4.00,91.68,No_Litho,
4248,294050.60,5331061.94,-282.08,332.31,-2.50,168.09,,
4249,294100.08,5331138.34,139.99,3.48,-51.95,38.25,,
425,294449.42,5331196.61,138.61,182.96,0.00,9.44,,
4250,294076.01,5331136.79,140.43,358.81,-32.97,31.69,,
4251,294076.02,5331136.47,140.27,356.23,-53.90,38.55,,
4252,294053.13,5331134.62,140.66,358.64,-44.00,30.93,,
4253,294053.12,5331134.11,140.46,361.63,-66.00,38.55,,
4254,294031.76,5331133.07,140.57,357.51,-61.00,30.11,,
4255,294032.28,5331139.53,140.43,2.31,-90.00,37.12,,
4256,294813.77,5331098.00,-94.30,218.81,-29.50,45.26,No_Litho,
4257,294815.73,5331097.29,-94.23,148.81,-33.00,48.00,No_Litho,
4258,294818.31,5331188.12,-208.57,182.31,-75.15,37.79,No_Litho,
4259,294818.31,5331188.13,-206.51,182.31,74.58,14.32,No_Litho,
426,294394.05,5331196.11,138.97,2.44,0.00,108.41,,
4260,294061.69,5331155.13,140.86,92.57,-36.00,45.72,,
4261,294560.19,5331177.47,-321.56,180.61,-0.45,52.82,,
4262,294560.22,5331179.72,-321.55,360.61,0.45,168.09,,
4263,294710.71,5331221.51,-322.65,4.81,-5.50,121.00,,
4264,294710.68,5331221.33,-322.96,3.81,-29.35,64.00,,
4265,294714.65,5331246.37,-368.34,31.31,0.83,20.42,,
4266,294634.88,5331216.29,-321.90,360.13,-3.55,92.35,No_Litho,
4267,294130.56,5331120.00,61.55,361.69,-27.00,38.40,,
4268,294130.56,5331119.89,61.17,361.14,-46.00,45.41,,
4269,294097.35,5331110.31,61.69,361.04,-24.07,37.79,,
427,294465.86,5331183.56,98.98,181.48,0.00,139.59,,
4270,294097.37,5331110.18,61.31,361.18,-42.88,46.02,,
4271,294069.91,5331107.84,61.82,358.61,-26.28,37.12,,
4272,294069.95,5331107.74,61.46,362.29,-45.38,38.19,,
4273,294042.50,5331086.21,63.39,360.36,-20.00,53.64,,
4274,294042.51,5331086.19,63.10,361.99,-33.00,53.18,,
4275,294016.61,5331087.77,63.45,356.41,-21.20,60.96,,
4276,294016.62,5331087.68,63.22,356.29,-31.30,62.63,,
4277,294740.24,5331120.41,57.99,357.71,-48.00,45.41,,
4278,294713.62,5331127.87,58.20,361.46,-48.00,38.70,,
4279,294671.06,5331219.59,-322.17,361.31,-4.78,107.28,,
428,294470.68,5331198.36,138.29,179.14,0.00,10.05,,
4280,294671.02,5331219.65,-322.62,357.71,-25.67,75.89,,
4281,294671.00,5331217.46,-322.09,181.36,-0.95,14.93,,
4282,294372.48,5331199.64,60.15,336.13,-21.90,37.42,,
4283,294372.35,5331199.58,60.30,303.21,-18.55,45.26,,
4284,294784.13,5331228.02,-321.81,359.97,-4.02,121.61,,
4285,294784.12,5331227.58,-322.74,361.08,-51.07,44.95,,
4286,294424.77,5331166.87,-91.25,358.34,78.38,30.23,,
4287,294448.21,5331171.66,-91.36,9.09,79.60,30.93,,
4288,294465.64,5331177.21,-93.66,5.93,-69.05,23.16,,
4289,294465.66,5331177.30,-91.54,359.91,65.82,31.24,,
429,294449.55,5331198.58,138.49,4.38,0.00,37.03,,
4290,294475.71,5331179.50,-91.51,6.71,71.90,37.27,No_Litho,
4291,294503.04,5331179.57,-91.53,2.31,66.02,36.72,No_Litho,
4292,294568.06,5331193.61,-91.89,2.31,77.57,30.48,,
4293,294981.61,5331098.83,-321.43,182.31,3.23,91.53,No_Litho,
4294,294981.76,5331102.55,-321.56,2.31,-5.43,163.52,No_Litho,
4295,294981.69,5331101.61,-322.55,359.78,-65.40,38.49,No_Litho,
4296,294568.18,5331193.47,-106.42,2.31,-88.00,30.17,,
4297,294127.68,5331165.66,-14.84,182.31,-77.68,14.93,,
4298,294105.13,5331154.47,-14.70,182.31,-82.35,30.32,,
4299,294081.12,5331146.70,-14.60,182.31,-79.50,36.57,No_Litho,
43,294609.80,5331096.72,249.84,316.83,-35.00,71.32,,
430,294470.65,5331200.33,138.29,359.14,0.00,34.74,,
4300,294956.71,5331102.00,-321.79,360.81,0.00,25.60,No_Litho,
4301,294931.18,5331101.15,-321.99,182.73,0.08,45.72,No_Litho,
4302,294931.27,5331103.70,-321.99,2.73,-0.08,75.98,No_Litho,
4303,294408.39,5331174.32,-53.75,182.31,-80.65,37.18,,
4304,294383.76,5331169.58,-53.62,2.31,-90.00,37.79,,
4305,294354.08,5331169.68,-53.23,182.31,-77.63,38.55,No_Litho,
4306,294329.83,5331168.31,-53.35,179.84,-71.18,45.72,,
4307,294499.06,5331190.80,-54.79,2.31,-74.50,30.48,No_Litho,
4308,294467.92,5331194.44,-54.60,182.31,-72.92,22.55,,
4309,294484.97,5331197.19,-54.62,182.31,-74.00,38.40,No_Litho,
431,294272.98,5331181.23,214.68,182.31,0.00,121.52,,
4310,294497.98,5331199.37,-54.64,182.31,-78.00,38.55,No_Litho,
4311,294856.60,5331237.96,-321.58,361.81,-5.78,152.61,,
4312,294827.69,5331234.68,-321.76,3.81,0.00,58.21,No_Litho,
4313,294934.86,5331253.94,-320.94,2.31,-4.50,182.42,,
4314,294737.53,5331094.47,-597.23,209.31,-1.00,92.20,,
4315,294746.53,5331094.79,-597.33,126.81,0.50,121.00,No_Litho,
4316,294903.93,5331259.22,-595.64,2.51,-3.77,182.88,No_Litho,
4317,294903.80,5331255.65,-595.41,182.31,4.00,228.29,No_Litho,
4318,294824.62,5331261.55,-596.08,361.81,-4.00,105.46,No_Litho,
4319,294824.51,5331257.85,-595.83,181.81,4.00,153.31,No_Litho,
432,294273.18,5331185.17,214.67,2.31,0.00,33.40,,
4320,294745.04,5331227.15,-322.32,360.31,1.00,74.98,,
4321,294515.74,5331131.91,-321.77,361.81,-3.00,184.09,,
4322,294515.58,5331128.01,-321.57,181.81,3.00,182.20,,
4323,294131.59,5331105.34,141.83,184.09,61.00,22.86,,
4324,294206.52,5331192.25,-52.76,182.31,-82.75,46.32,,
4325,294206.48,5331192.59,-50.57,2.31,78.05,46.02,,
4326,294243.64,5331212.62,-52.84,182.31,-77.80,45.26,,
4327,294243.65,5331213.04,-50.79,2.31,77.25,38.10,,
4328,294824.51,5331258.22,-597.03,183.81,-51.00,45.11,No_Litho,
4329,294824.54,5331258.54,-594.79,182.31,61.22,29.41,No_Litho,
433,294660.11,5331132.25,250.72,38.59,0.00,247.86,,
4330,294903.83,5331255.92,-596.43,181.31,-56.55,60.35,No_Litho,
4331,294903.84,5331255.60,-596.14,180.31,-37.00,37.94,No_Litho,
4332,294903.85,5331256.02,-594.36,180.81,63.50,31.39,No_Litho,
4333,294709.42,5331271.74,-413.48,349.31,-0.63,60.65,,
4334,294727.17,5331241.06,-413.48,2.81,1.70,82.44,,
4335,294182.66,5331190.40,-12.58,2.31,90.00,37.18,,
4336,294193.96,5331185.82,-14.79,182.31,-79.15,38.10,,
4337,294193.95,5331185.97,-12.60,2.31,90.00,22.55,,
4338,294165.15,5331179.80,-12.49,2.31,90.00,37.79,,
4339,294147.40,5331173.51,-12.90,2.31,90.00,38.40,,
434,294658.89,5331132.52,250.62,3.28,0.00,46.02,,
4340,294788.14,5331255.34,-596.13,20.31,-0.42,90.22,,
4341,294728.81,5331259.04,-596.61,359.81,0.69,91.13,,
4342,294130.87,5331166.99,-12.72,2.31,90.00,37.64,,
4343,293959.65,5331147.60,-281.58,312.81,-0.50,96.62,,
4344,295392.55,5331357.64,-280.65,361.81,0.00,45.72,,
4345,295392.48,5331354.81,-280.68,181.31,-1.00,22.79,,
4346,295143.39,5331100.54,-91.81,361.81,1.00,60.19,,
4347,295143.28,5331097.19,-91.86,181.81,-0.50,37.18,,
4348,295020.15,5331103.34,-245.37,2.31,2.50,30.78,,
4349,295049.08,5331104.98,-245.27,3.31,0.00,76.80,No_Litho,
435,294611.04,5331160.42,251.08,2.31,-90.00,18.89,,
4350,295048.85,5331100.75,-245.26,183.23,0.80,67.90,No_Litho,
4351,295120.36,5331099.33,-245.15,6.31,-3.00,196.59,No_Litho,
